Pokemon Id,Pokedex Number,Pokemon Name,Alternate Form Name,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Pre-Evolution Pokemon Id,Evolution Details
2505,445,Garchomp,Mega,95,Dragon,Ground,Sand Force,NULL,NULL,NULL,108,170,115,120,95,92,700,NULL,NULL
446,446,Munchlax,NULL,105,Normal,NULL,Pickup,Thick Fat,Gluttony,NULL,135,85,40,40,85,5,390,NULL,NULL
447,447,Riolu,NULL,20.2,Fighting,NULL,Steadfast,Inner Focus,Prankster,NULL,40,70,40,35,40,60,285,NULL,NULL
448,448,Lucario,NULL,54,Fighting,Steel,Steadfast,Inner Focus,Justified,NULL,70,110,70,115,70,90,525,645,During The Day
2508,448,Lucario,Mega,57.5,Fighting,Steel,Adaptability,NULL,NULL,NULL,70,145,88,140,70,112,625,NULL,NULL
449,449,Hippopotas,NULL,49.5,Ground,NULL,Sand Stream,NULL,Sand Force,NULL,68,72,78,38,42,32,330,NULL,NULL
450,450,Hippowdon,NULL,300,Ground,NULL,Sand Stream,NULL,Sand Force,NULL,108,112,118,68,72,47,525,647,Level 34
451,451,Skorupi,NULL,12,Poison,Bug,Battle Armor,Sniper,Keen Eye,NULL,40,50,90,30,55,65,330,NULL,NULL
452,452,Drapion,NULL,61.5,Poison,Dark,Battle Armor,Sniper,Keen Eye,NULL,70,90,110,60,75,95,500,649,Level 40
453,453,Croagunk,NULL,23,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,NULL,48,61,40,61,40,50,300,NULL,NULL
454,454,Toxicroak,NULL,44.4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,NULL,83,106,65,86,65,85,490,651,Level 37
455,455,Carnivine,NULL,27,Grass,NULL,Levitate,NULL,NULL,NULL,74,100,72,90,72,46,454,NULL,NULL
456,456,Finneon,NULL,7,Water,NULL,Swift Swim,Storm Drain,Water Veil,NULL,49,49,56,49,61,66,330,NULL,NULL
457,457,Lumineon,NULL,24,Water,NULL,Swift Swim,Storm Drain,Water Veil,NULL,69,69,76,69,86,91,460,654,Level 31
458,458,Mantyke,NULL,65,Water,Flying,Swift Swim,Water Absorb,Water Veil,NULL,45,20,50,60,120,50,345,NULL,NULL
459,459,Snover,NULL,50.5,Grass,Ice,Snow Warning,NULL,Soundproof,NULL,60,62,50,62,60,40,334,NULL,NULL
460,460,Abomasnow,NULL,135.5,Grass,Ice,Snow Warning,NULL,Soundproof,NULL,90,92,75,92,85,60,494,657,Level 40
2520,460,Abomasnow,Mega,185,Grass,Ice,Snow Warning,NULL,NULL,NULL,90,132,105,132,105,30,594,NULL,NULL
461,461,Weavile,NULL,34,Dark,Ice,Pressure,NULL,Pickpocket,NULL,70,120,65,45,85,125,510,339,Holding Razor Claw At Night
462,462,Magnezone,NULL,180,Electric,Steel,Magnet Pull,Sturdy,Analytic,NULL,70,70,115,130,90,60,535,1341,In a Special Magnetic Field
2522,462,Magnezone,NULL,180,Electric,Steel,Magnet Pull,Sturdy,Analytic,NULL,70,70,115,130,90,60,535,1341,Thunder Stone
463,463,Lickilicky,NULL,140,Normal,NULL,Own Tempo,Oblivious,Cloud Nine,NULL,110,85,95,80,95,50,515,142,Knowing Rollout
464,464,Rhyperior,NULL,282.8,Ground,Rock,Lightning Rod,Solid Rock,Reckless,NULL,115,140,130,55,55,40,535,146,Protector
465,465,Tangrowth,NULL,128.6,Grass,NULL,Chlorophyll,Leaf Guard,Regenerator,NULL,100,100,125,110,50,50,535,148,Knowing Ancient Power
466,466,Electivire,NULL,138.6,Electric,NULL,Motor Drive,NULL,Vital Spirit,NULL,75,123,67,95,85,95,540,221,Electirizer
467,467,Magmortar,NULL,68,Fire,NULL,Flame Body,NULL,Vital Spirit,NULL,75,95,67,125,95,83,540,222,Magmarizer
468,468,Togekiss,NULL,38,Fairy,Flying,Hustle,Serene Grace,Super Luck,NULL,85,50,95,120,115,80,545,265,Shiny Stone
469,469,Yanmega,NULL,51.5,Bug,Flying,Speed Boost,Tinted Lens,Frisk,NULL,86,76,86,116,56,95,515,293,Knowing Ancient Power
470,470,Leafeon,NULL,25.5,Grass,NULL,Leaf Guard,NULL,Chlorophyll,NULL,65,110,130,60,65,95,525,228,Next to Moss Rock
2530,470,Leafeon,NULL,25.5,Grass,NULL,Leaf Guard,NULL,Chlorophyll,NULL,65,110,130,60,65,95,525,228,Leaf Stone
471,471,Glaceon,NULL,25.9,Ice,NULL,Snow Cloak,NULL,Ice Body,NULL,65,60,110,130,95,65,525,228,Next to Icy Rock
2531,471,Glaceon,NULL,25.9,Ice,NULL,Snow Cloak,NULL,Ice Body,NULL,65,60,110,130,95,65,525,228,Ice Stone
472,472,Gliscor,NULL,42.5,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,NULL,75,95,125,45,75,95,510,331,Holding Razor Fang At Night
473,473,Mamoswine,NULL,291,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,NULL,110,130,80,70,60,80,530,345,Knowing Ancient Power
474,474,Porygon-Z,NULL,34,Normal,NULL,Adaptability,Download,Analytic,NULL,85,80,70,135,75,90,535,357,Dubious Disc
475,475,Gallade,NULL,52,Psychic,Fighting,Steadfast,Sharpness,Justified,NULL,68,125,65,65,115,80,518,409,Dawn Stone When Male
2535,475,Gallade,Mega,56.4,Psychic,Fighting,Inner Focus,NULL,NULL,NULL,68,165,95,65,115,110,618,NULL,NULL
476,476,Probopass,NULL,340,Rock,Steel,Sturdy,Magnet Pull,Sand Force,NULL,60,55,145,75,150,40,525,427,Near A Special Magnetic Field
2536,476,Probopass,NULL,340,Rock,Steel,Sturdy,Magnet Pull,Sand Force,NULL,60,55,145,75,150,40,525,427,Near A Special Magnetic Field Or Use Thunder Stone In Legends: Arceus
477,477,Dusknoir,NULL,106.6,Ghost,NULL,Pressure,NULL,Frisk,NULL,45,100,135,65,135,45,525,484,Reaper Cloth
478,478,Froslass,NULL,26.6,Ice,Ghost,Snow Cloak,NULL,Cursed Body,NULL,70,80,70,80,70,110,480,489,Dawn Stone When Female
479,479,Rotom,NULL,0.3,Electric,Ghost,Levitate,NULL,NULL,NULL,50,50,77,95,77,91,440,NULL,NULL
2539,479,Rotom,Wash,0.3,Electric,Water,Levitate,NULL,NULL,NULL,50,65,107,105,107,86,520,NULL,NULL
2540,479,Rotom,Mow,0.3,Electric,Grass,Levitate,NULL,NULL,NULL,50,65,107,105,107,86,520,NULL,NULL
2541,479,Rotom,Heat,0.3,Electric,Fire,Levitate,NULL,NULL,NULL,50,65,107,105,107,86,520,NULL,NULL
2542,479,Rotom,Frost,0.3,Electric,Ice,Levitate,NULL,NULL,NULL,50,65,107,105,107,86,520,NULL,NULL
2543,479,Rotom,Fan,0.3,Electric,Flying,Levitate,NULL,NULL,NULL,50,65,107,105,107,86,520,NULL,NULL
480,480,Uxie,NULL,0.3,Psychic,NULL,Levitate,NULL,NULL,NULL,75,75,130,75,130,95,580,NULL,NULL
481,481,Mesprit,NULL,0.3,Psychic,NULL,Levitate,NULL,NULL,NULL,80,105,105,105,105,80,580,NULL,NULL
482,482,Azelf,NULL,0.3,Psychic,NULL,Levitate,NULL,NULL,NULL,75,125,70,125,70,115,580,NULL,NULL
483,483,Dialga,NULL,683,Steel,Dragon,Pressure,NULL,Telepathy,NULL,100,120,120,150,100,90,680,NULL,NULL
2547,483,Dialga,Origin,850,Steel,Dragon,Pressure,NULL,Telepathy,NULL,100,100,120,150,120,90,680,NULL,NULL
484,484,Palkia,NULL,336,Water,Dragon,Pressure,NULL,Telepathy,NULL,90,120,100,150,120,100,680,NULL,NULL
2548,484,Palkia,Origin,660,Water,Dragon,Pressure,NULL,Telepathy,NULL,90,100,100,150,120,120,680,NULL,NULL
485,485,Heatran,NULL,430,Fire,Steel,Flash Fire,NULL,Flame Body,NULL,91,90,106,130,106,77,600,NULL,NULL
486,486,Regigigas,NULL,420,Normal,NULL,Slow Start,NULL,NULL,NULL,110,160,110,80,110,100,670,NULL,NULL
487,487,Giratina,NULL,750,Ghost,Dragon,Pressure,NULL,Telepathy,NULL,150,100,120,100,120,90,680,NULL,NULL
2551,487,Giratina,Origin,650,Ghost,Dragon,Levitate,NULL,NULL,NULL,150,120,100,120,100,90,680,NULL,NULL
488,488,Cresselia,NULL,85.6,Psychic,NULL,Levitate,NULL,NULL,NULL,120,70,110,75,120,85,580,NULL,NULL
489,489,Phione,NULL,3.1,Water,NULL,Hydration,NULL,NULL,NULL,80,80,80,80,80,80,480,NULL,NULL
490,490,Manaphy,NULL,1.4,Water,NULL,Hydration,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
491,491,Darkrai,NULL,50.5,Dark,NULL,Bad Dreams,NULL,NULL,NULL,70,90,90,135,90,125,600,NULL,NULL
492,492,Shaymin,NULL,2.1,Grass,NULL,Natural Cure,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
2556,492,Shaymin,Sky,5.2,Grass,Flying,Serene Grace,NULL,NULL,NULL,100,103,75,120,75,127,600,NULL,NULL
493,493,Arceus,NULL,320,Normal,NULL,Multitype,NULL,NULL,NULL,120,120,120,120,120,120,720,NULL,NULL
494,494,Victini,NULL,4,Psychic,Fire,Victory Star,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
495,495,Snivy,NULL,8.1,Grass,NULL,Overgrow,NULL,Contrary,NULL,45,45,55,45,55,63,308,NULL,NULL
496,496,Servine,NULL,16,Grass,NULL,Overgrow,NULL,Contrary,NULL,60,60,75,60,75,83,413,829,Level 17
497,497,Serperior,NULL,63,Grass,NULL,Overgrow,NULL,Contrary,NULL,75,75,95,75,95,113,528,830,Level 36
498,498,Tepig,NULL,9.9,Fire,NULL,Blaze,NULL,Thick Fat,NULL,65,63,45,45,45,45,308,NULL,NULL
499,499,Pignite,NULL,55.5,Fire,Fighting,Blaze,NULL,Thick Fat,NULL,90,93,55,70,55,55,418,832,Level 17
500,500,Emboar,NULL,150,Fire,Fighting,Blaze,NULL,Reckless,NULL,110,123,65,100,65,65,528,833,Level 36
501,501,Oshawott,NULL,5.9,Water,NULL,Torrent,NULL,Shell Armor,NULL,55,55,45,63,45,45,308,NULL,NULL
502,502,Dewott,NULL,24.5,Water,NULL,Torrent,NULL,Shell Armor,NULL,75,75,60,83,60,60,413,835,Level 17
503,503,Samurott,NULL,94.6,Water,NULL,Torrent,NULL,Shell Armor,NULL,95,100,85,108,70,70,528,836,Level 36
2567,503,Samurott,Hisui,58.2,Water,Dark,Torrent,NULL,Sharpness,NULL,90,108,80,100,65,85,528,836,Level 36 in Hisui
2568,503,Samurott,Hisui,58.2,Water,Dark,Torrent,NULL,Sharpness,NULL,90,108,80,100,65,85,528,836,NULL
504,504,Patrat,NULL,11.6,Normal,NULL,Run Away,Keen Eye,Analytic,NULL,45,55,39,35,39,42,255,NULL,NULL
505,505,Watchog,NULL,27,Normal,NULL,Illuminate,Keen Eye,Analytic,NULL,60,85,69,60,69,77,420,838,Level 20
506,506,Lillipup,NULL,4.1,Normal,NULL,Vital Spirit,Pickup,Run Away,NULL,45,60,45,25,45,55,275,NULL,NULL
507,507,Herdier,NULL,14.7,Normal,NULL,Intimidate,Sand Rush,Scrappy,NULL,65,80,65,35,65,60,370,840,Level 16
508,508,Stoutland,NULL,61,Normal,NULL,Intimidate,Sand Rush,Scrappy,NULL,85,110,90,45,90,80,500,841,Level 32
509,509,Purrloin,NULL,10.1,Dark,NULL,Limber,Unburden,Prankster,NULL,41,50,37,50,37,66,281,NULL,NULL
510,510,Liepard,NULL,37.5,Dark,NULL,Limber,Unburden,Prankster,NULL,64,88,50,88,50,106,446,843,Level 20
511,511,Pansage,NULL,10.5,Grass,NULL,Gluttony,NULL,Overgrow,NULL,50,53,48,53,48,64,316,NULL,NULL
512,512,Simisage,NULL,30.5,Grass,NULL,Gluttony,NULL,Overgrow,NULL,75,98,63,98,63,101,498,845,Leaf Stone
513,513,Pansear,NULL,11,Fire,NULL,Gluttony,NULL,Blaze,NULL,50,53,48,53,48,64,316,NULL,NULL
514,514,Simisear,NULL,28,Fire,NULL,Gluttony,NULL,Blaze,NULL,75,98,63,98,63,101,498,847,Fire Stone
515,515,Panpour,NULL,13.5,Water,NULL,Gluttony,NULL,Torrent,NULL,50,53,48,53,48,64,316,NULL,NULL
516,516,Simipour,NULL,29,Water,NULL,Gluttony,NULL,Torrent,NULL,75,98,63,98,63,101,498,849,Water Stone
517,517,Munna,NULL,23.3,Psychic,NULL,Forewarn,Synchronize,Telepathy,NULL,76,25,45,67,55,24,292,NULL,NULL
518,518,Musharna,NULL,60.5,Psychic,NULL,Forewarn,Synchronize,Telepathy,NULL,116,55,85,107,95,29,487,851,Moon Stone
519,519,Pidove,NULL,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,NULL,50,55,50,36,30,43,264,NULL,NULL
520,520,Tranquill,NULL,15,Normal,Flying,Big Pecks,Super Luck,Rivalry,NULL,62,77,62,50,42,65,358,853,Level 21
521,521,Unfezant,NULL,29,Normal,Flying,Big Pecks,Super Luck,Rivalry,NULL,80,115,80,65,55,93,488,854,Level 32
522,522,Blitzle,NULL,29.8,Electric,NULL,Lightning Rod,Motor Drive,Sap Sipper,NULL,45,60,32,50,32,76,295,NULL,NULL
523,523,Zebstrika,NULL,79.5,Electric,NULL,Lightning Rod,Motor Drive,Sap Sipper,NULL,75,100,63,80,63,116,497,856,Level 27
524,524,Roggenrola,NULL,18,Rock,NULL,Sturdy,Weak Armor,Sand Force,NULL,55,75,85,25,25,15,280,NULL,NULL
525,525,Boldore,NULL,102,Rock,NULL,Sturdy,Weak Armor,Sand Force,NULL,70,105,105,50,40,20,390,858,Level 25
526,526,Gigalith,NULL,260,Rock,NULL,Sturdy,Sand Stream,Sand Force,NULL,85,135,130,60,80,25,515,859,NULL
527,527,Woobat,NULL,2.1,Psychic,Flying,Unaware,Klutz,Simple,NULL,65,45,43,55,43,72,323,NULL,NULL
528,528,Swoobat,NULL,10.5,Psychic,Flying,Unaware,Klutz,Simple,NULL,67,57,55,77,55,114,425,861,NULL
529,529,Drilbur,NULL,8.5,Ground,NULL,Sand Rush,Sand Force,Mold Breaker,NULL,60,85,40,30,45,68,328,NULL,NULL
530,530,Excadrill,NULL,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,NULL,110,135,60,50,65,88,508,863,Level 31
531,531,Audino,NULL,31,Normal,NULL,Healer,Regenerator,Klutz,NULL,103,60,86,60,86,50,445,NULL,NULL
2596,531,Audino,Mega,32,Normal,Fairy,Healer,NULL,NULL,NULL,103,60,126,80,126,50,545,NULL,NULL
532,532,Timburr,NULL,12.5,Fighting,NULL,Guts,Sheer Force,Iron Fist,NULL,75,80,55,25,35,35,305,NULL,NULL
533,533,Gurdurr,NULL,40,Fighting,NULL,Guts,Sheer Force,Iron Fist,NULL,85,105,85,40,50,40,405,866,Level 25
534,534,Conkeldurr,NULL,87,Fighting,NULL,Guts,Sheer Force,Iron Fist,NULL,105,140,95,55,65,45,505,867,NULL
535,535,Tympole,NULL,4.5,Water,NULL,Swift Swim,Hydration,Water Absorb,NULL,50,50,40,50,40,64,294,NULL,NULL
536,536,Palpitoad,NULL,17,Water,Ground,Swift Swim,Hydration,Water Absorb,NULL,75,65,55,65,55,69,384,869,Level 25
537,537,Seismitoad,NULL,62,Water,Ground,Swift Swim,Poison Touch,Water Absorb,NULL,105,95,75,85,75,74,509,870,Level 36
538,538,Throh,NULL,55.5,Fighting,NULL,Guts,Inner Focus,Mold Breaker,NULL,120,100,85,30,85,45,465,NULL,NULL
539,539,Sawk,NULL,41,Fighting,NULL,Sturdy,Inner Focus,Mold Breaker,NULL,75,125,75,30,75,85,465,NULL,NULL
540,540,Sewaddle,NULL,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,NULL,45,53,70,40,60,42,310,NULL,NULL
541,541,Swadloon,NULL,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,NULL,55,63,90,50,80,42,380,874,Level 20
542,542,Leavanny,NULL,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,NULL,75,103,80,70,80,92,500,875,NULL
543,543,Venipede,NULL,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,NULL,30,45,59,30,39,57,260,NULL,NULL
544,544,Whirlipede,NULL,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,NULL,40,55,99,40,79,47,360,877,Level 22
545,545,Scolipede,NULL,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,NULL,60,100,89,55,69,112,485,878,Level 30
546,546,Cottonee,NULL,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,NULL,40,27,60,37,50,66,280,NULL,NULL
547,547,Whimsicott,NULL,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,NULL,60,67,85,77,75,116,480,880,Sun Stone
548,548,Petilil,NULL,6.6,Grass,NULL,Chlorophyll,Own Tempo,Leaf Guard,NULL,45,35,50,70,50,30,280,NULL,NULL
549,549,Lilligant,NULL,16.3,Grass,NULL,Chlorophyll,Own Tempo,Leaf Guard,NULL,70,60,75,110,75,90,480,882,Sun Stone
2614,549,Lilligant,Hisui,19.2,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,NULL,70,105,75,50,75,105,480,882,Sun Stone in Hisui
2615,549,Lilligant,Hisui,19.2,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,NULL,70,105,75,50,75,105,480,882,NULL
550,550,Basculin,NULL,18,Water,NULL,Reckless,Adaptability,Mold Breaker,NULL,70,92,65,80,55,98,460,NULL,NULL
2616,550,Basculin,White-Striped,18,Water,NULL,Rattled,Adaptability,Mold Breaker,NULL,70,92,65,80,55,98,460,NULL,NULL
2617,550,Basculin,Blue-Striped,18,Water,NULL,Rock Head,Adaptability,Mold Breaker,NULL,70,92,65,80,55,98,460,NULL,NULL
551,551,Sandile,NULL,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,NULL,50,72,35,35,35,65,292,NULL,NULL
552,552,Krokorok,NULL,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,NULL,60,82,45,45,45,74,351,886,Level 29
553,553,Krookodile,NULL,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,NULL,95,117,80,65,70,92,519,887,Level 40
554,554,Darumaka,NULL,37.5,Fire,NULL,Hustle,NULL,Inner Focus,NULL,70,90,45,15,45,50,315,NULL,NULL
2621,554,Darumaka,Galar,40,Ice,NULL,Hustle,NULL,Inner Focus,NULL,70,90,45,15,45,50,315,NULL,NULL
555,555,Darmanitan,NULL,92.9,Fire,NULL,Sheer Force,NULL,Zen Mode,NULL,105,140,55,30,55,95,480,889,Level 35
2622,555,Darmanitan,Zen,92.9,Fire,Psychic,Zen Mode,NULL,NULL,NULL,105,30,105,140,105,55,540,NULL,NULL
2623,555,Darmanitan,Galar,120,Ice,NULL,Gorilla Tactics,NULL,Zen Mode,NULL,105,140,55,30,55,95,480,1557,Ice Stone
2624,555,Darmanitan,Galar-Zen,120,Ice,Fire,Zen Mode,NULL,NULL,NULL,105,160,55,30,55,135,540,NULL,NULL
556,556,Maractus,NULL,28,Grass,NULL,Water Absorb,Chlorophyll,Storm Drain,NULL,75,86,67,106,67,60,461,NULL,NULL
557,557,Dwebble,NULL,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,NULL,50,65,85,35,35,55,325,NULL,NULL
558,558,Crustle,NULL,200,Bug,Rock,Sturdy,Shell Armor,Weak Armor,NULL,70,105,125,65,75,45,485,892,Level 34
559,559,Scraggy,NULL,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,NULL,50,75,70,35,70,48,348,NULL,NULL
560,560,Scrafty,NULL,30,Dark,Fighting,Shed Skin,Moxie,Intimidate,NULL,65,90,115,45,115,58,488,894,Level 39
561,561,Sigilyph,NULL,14,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,NULL,72,58,80,103,80,97,490,NULL,NULL
562,562,Yamask,NULL,1.5,Ghost,NULL,Mummy,NULL,NULL,NULL,38,30,85,55,65,30,303,NULL,NULL
2631,562,Yamask,Galar,1.5,Ground,Ghost,Wandering Spirit,NULL,NULL,NULL,38,55,85,30,65,30,303,NULL,NULL
563,563,Cofagrigus,NULL,76.5,Ghost,NULL,Mummy,NULL,NULL,NULL,58,50,145,95,105,30,483,916,Level 34
564,564,Tirtouga,NULL,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,NULL,54,78,103,53,45,22,355,NULL,NULL
565,565,Carracosta,NULL,81,Water,Rock,Solid Rock,Sturdy,Swift Swim,NULL,74,108,133,83,65,32,495,918,Level 37
566,566,Archen,NULL,9.5,Rock,Flying,Defeatist,NULL,NULL,NULL,55,112,45,74,45,70,401,NULL,NULL
567,567,Archeops,NULL,32,Rock,Flying,Defeatist,NULL,NULL,NULL,75,140,65,112,65,110,567,920,Level 37
568,568,Trubbish,NULL,31,Poison,NULL,Stench,Sticky Hold,Aftermath,NULL,50,50,62,40,62,65,329,NULL,NULL
569,569,Garbodor,NULL,107.3,Poison,NULL,Stench,Weak Armor,Aftermath,NULL,80,95,82,60,82,75,474,922,Level 36
2638,569,Garbodor,Gigantamax,0,Poison,NULL,Stench,Weak Armor,Aftermath,NULL,80,95,82,60,82,75,474,NULL,NULL
570,570,Zorua,NULL,12.5,Dark,NULL,Illusion,NULL,NULL,NULL,40,65,40,80,40,65,330,NULL,NULL
2639,570,Zorua,Hisui,12.5,Normal,Ghost,Illusion,NULL,NULL,NULL,35,60,40,85,40,70,330,NULL,NULL
571,571,Zoroark,NULL,81.1,Dark,NULL,Illusion,NULL,NULL,NULL,60,105,60,120,60,105,510,939,Level 30
2640,571,Zoroark,Hisui,73,Normal,Ghost,Illusion,NULL,NULL,NULL,60,105,60,120,60,105,510,1617,Level 30
572,572,Minccino,NULL,5.8,Normal,NULL,Cute Charm,Technician,Skill Link,NULL,55,50,40,40,40,75,300,NULL,NULL
573,573,Cinccino,NULL,7.5,Normal,NULL,Cute Charm,Technician,Skill Link,NULL,75,95,60,65,60,115,470,941,Shiny Stone
574,574,Gothita,NULL,5.8,Psychic,NULL,Frisk,Competitive,Shadow Tag,NULL,45,30,50,55,65,45,290,NULL,NULL
575,575,Gothorita,NULL,18,Psychic,NULL,Frisk,Competitive,Shadow Tag,NULL,60,45,70,75,85,55,390,943,Level 32
576,576,Gothitelle,NULL,44,Psychic,NULL,Frisk,Competitive,Shadow Tag,NULL,70,55,95,95,110,65,490,944,Level 41
577,577,Solosis,NULL,1,Psychic,NULL,Overcoat,Magic Guard,Regenerator,NULL,45,30,40,105,50,20,290,NULL,NULL
578,578,Duosion,NULL,8,Psychic,NULL,Overcoat,Magic Guard,Regenerator,NULL,65,40,50,125,60,30,370,946,Level 32
579,579,Reuniclus,NULL,20.1,Psychic,NULL,Overcoat,Magic Guard,Regenerator,NULL,110,65,75,125,85,30,490,947,Level 41
580,580,Ducklett,NULL,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,NULL,62,44,50,44,50,55,305,NULL,NULL
581,581,Swanna,NULL,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,NULL,75,87,63,87,63,98,473,950,Level 35
582,582,Vanillite,NULL,5.7,Ice,NULL,Ice Body,Snow Cloak,Weak Armor,NULL,36,50,50,65,60,44,305,NULL,NULL
583,583,Vanillish,NULL,41,Ice,NULL,Ice Body,Snow Cloak,Weak Armor,NULL,51,65,65,80,75,59,395,952,Level 35
584,584,Vanilluxe,NULL,57.5,Ice,NULL,Ice Body,Snow Warning,Weak Armor,NULL,71,95,85,110,95,79,535,953,Level 47
585,585,Deerling,NULL,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,60,60,50,40,50,75,335,NULL,NULL
2654,585,Deerling,Winter,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,60,60,50,40,50,75,335,NULL,NULL
2655,585,Deerling,Summer,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,60,60,50,40,50,75,335,NULL,NULL
2656,585,Deerling,Autumn,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,60,60,50,40,50,75,335,NULL,NULL
586,586,Sawsbuck,NULL,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,80,100,70,60,70,95,475,955,Level 34
2657,586,Sawsbuck,Winter,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,80,100,70,60,70,95,475,1789,Level 34
2658,586,Sawsbuck,Summer,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,80,100,70,60,70,95,475,1787,Level 34
2659,586,Sawsbuck,Autumn,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,NULL,80,100,70,60,70,95,475,1788,Level 34
587,587,Emolga,NULL,5,Electric,Flying,Static,NULL,Motor Drive,NULL,55,75,60,75,60,103,428,NULL,NULL
588,588,Karrablast,NULL,5.9,Bug,NULL,Swarm,Shed Skin,No Guard,NULL,50,75,45,40,45,60,315,NULL,NULL
589,589,Escavalier,NULL,33,Bug,Steel,Swarm,Shell Armor,Overcoat,NULL,70,135,105,60,105,20,495,958,With Shelmet
590,590,Foongus,NULL,1,Grass,Poison,Effect Spore,NULL,Regenerator,NULL,69,55,45,55,55,15,294,NULL,NULL
591,591,Amoonguss,NULL,10.5,Grass,Poison,Effect Spore,NULL,Regenerator,NULL,114,85,70,85,80,30,464,961,Level 39
592,592,Frillish,NULL,33,Water,Ghost,Water Absorb,Cursed Body,Damp,NULL,55,40,50,65,85,40,335,NULL,NULL
593,593,Jellicent,NULL,135,Water,Ghost,Water Absorb,Cursed Body,Damp,NULL,100,60,70,85,105,60,480,963,Level 40
594,594,Alomomola,NULL,31.6,Water,NULL,Healer,Hydration,Regenerator,NULL,165,75,80,40,45,65,470,NULL,NULL
595,595,Joltik,NULL,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,NULL,50,47,50,57,50,65,319,NULL,NULL
596,596,Galvantula,NULL,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,NULL,70,77,60,97,60,108,472,966,Level 36
597,597,Ferroseed,NULL,18.8,Grass,Steel,Iron Barbs,NULL,NULL,NULL,44,50,91,24,86,10,305,NULL,NULL
598,598,Ferrothorn,NULL,110,Grass,Steel,Iron Barbs,NULL,Anticipation,NULL,74,94,131,54,116,20,489,968,Level 40
599,599,Klink,NULL,21,Steel,NULL,Plus,Minus,Clear Body,NULL,40,55,70,45,60,30,300,NULL,NULL
600,600,Klang,NULL,51,Steel,NULL,Plus,Minus,Clear Body,NULL,60,80,95,70,85,50,440,970,Level 38
601,601,Klinklang,NULL,81,Steel,NULL,Plus,Minus,Clear Body,NULL,60,100,115,70,85,90,520,972,Level 49
602,602,Tynamo,NULL,0.3,Electric,NULL,Levitate,NULL,NULL,NULL,35,55,40,45,40,60,275,NULL,NULL
603,603,Eelektrik,NULL,22,Electric,NULL,Levitate,NULL,NULL,NULL,65,85,70,75,70,40,405,974,Level 39
604,604,Eelektross,NULL,80.5,Electric,NULL,Levitate,NULL,NULL,NULL,85,115,80,105,80,50,515,975,Thunder Stone
605,605,Elgyem,NULL,9,Psychic,NULL,Telepathy,Synchronize,Analytic,NULL,55,55,55,85,55,30,335,NULL,NULL
606,606,Beheeyem,NULL,34.5,Psychic,NULL,Telepathy,Synchronize,Analytic,NULL,75,75,75,125,95,40,485,977,Level 42
607,607,Litwick,NULL,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,NULL,50,30,55,65,55,20,275,NULL,NULL
